is_about,is_quality_measurement_of,has_specified_numeric_value,has_measurement_unit_label
7039W_432586,Number Averaged Molecular Weight,241497,
7039W_432586,Weight Averaged Molecular Weight,341600,
7044A_432587,Mooney Viscosity,70,
7044A_432587,Mooney Stress Relaxation,1.173,
7044A_432587,Styrene_Cont,21.0,
7044A_432587,Cis_Cont,13.5,
7044A_432587,Trans_Cont,15.8,
7044A_432587,Vinyl_Cont,49.7,
7044A_432587,Glass Transition Temperature,-23.7,
7044A_432587,Number Averaged Molecular Weight,241506,
7044A_432587,Weight Averaged Molecular Weight,318086,
7039X_432588,Mooney Viscosity,64,
7039X_432588,Mooney Stress Relaxation,1.81,
7039X_432588,Styrene_Cont,21.0,
7039X_432588,Cis_Cont,13.5,
7039X_432588,Trans_Cont,15.6,
7039X_432588,Vinyl_Cont,50.0,
7039X_432588,Glass Transition Temperature,-20.7,
7039X_432588,Number Averaged Molecular Weight,242587,
7039X_432588,Weight Averaged Molecular Weight,307195,
7040N_433112,Mooney Viscosity,64,
7040N_433112,Mooney Stress Relaxation,1.19,
7040N_433112,Styrene_Cont,20.6,
7040N_433112,Cis_Cont,12.8,
7040N_433112,Trans_Cont,16.8,
7040N_433112,Vinyl_Cont,49.8,
7040N_433112,Glass Transition Temperature,0.0,
7040N_433112,Number Averaged Molecular Weight,247000,
7040N_433112,Weight Averaged Molecular Weight,426000,
7040P_433113,Mooney Viscosity,70,
7040P_433113,Mooney Stress Relaxation,0.891,
7040P_433113,Styrene_Cont,20.8,
7040P_433113,Cis_Cont,12.5,
7040P_433113,Trans_Cont,15.4,
7040P_433113,Vinyl_Cont,51.3,
7040P_433113,Glass Transition Temperature,0.0,
7040P_433113,Number Averaged Molecular Weight,199000,
7040P_433113,Weight Averaged Molecular Weight,528000,
7040O_433116,Mooney Viscosity,68,
7040O_433116,Mooney Stress Relaxation,1.22,
7040O_433116,Styrene_Cont,20.4,
7040O_433116,Cis_Cont,13.0,
7040O_433116,Trans_Cont,16.0,
7040O_433116,Vinyl_Cont,50.6,
7040O_433116,Glass Transition Temperature,0.0,
7040O_433116,Number Averaged Molecular Weight,231000,
7040O_433116,Weight Averaged Molecular Weight,452000,
7040Q_433117,Mooney Viscosity,61,
7040Q_433117,Mooney Stress Relaxation,1.0,
7040Q_433117,Styrene_Cont,20.7,
7040Q_433117,Cis_Cont,12.8,
7040Q_433117,Trans_Cont,15.1,
7040Q_433117,Vinyl_Cont,51.4,
7040Q_433117,Glass Transition Temperature,0.0,
7040Q_433117,Number Averaged Molecular Weight,190000,
7040Q_433117,Weight Averaged Molecular Weight,459000,
7050G_438551,Mooney Viscosity,74,
7050G_438551,Mooney Stress Relaxation,1.109,
7050G_438551,Styrene_Cont,0.0,
7050G_438551,Cis_Cont,0.0,
7050G_438551,Trans_Cont,0.0,
7050G_438551,Vinyl_Cont,0.0,
7050G_438551,Glass Transition Temperature,0.0,
7050G_438551,Number Averaged Molecular Weight,192317,
7050G_438551,Weight Averaged Molecular Weight,414426,
7048U_438552,Mooney Viscosity,69,
7048U_438552,Mooney Stress Relaxation,0.966,
7048U_438552,Styrene_Cont,21.1,
7048U_438552,Cis_Cont,13.4,
7048U_438552,Trans_Cont,15.5,
7048U_438552,Vinyl_Cont,50.0,
7048U_438552,Glass Transition Temperature,-22.7,
7048U_438552,Number Averaged Molecular Weight,276523,
7048U_438552,Weight Averaged Molecular Weight,514784,
7050D_438553,Mooney Viscosity,78,
7050D_438553,Mooney Stress Relaxation,1.462,
7050D_438553,Styrene_Cont,21.1,
7050D_438553,Cis_Cont,13.4,
7050D_438553,Trans_Cont,15.3,
7050D_438553,Vinyl_Cont,50.2,
7050D_438553,Glass Transition Temperature,-19.9,
7050D_438553,Number Averaged Molecular Weight,239095,
7050D_438553,Weight Averaged Molecular Weight,307878,
7050H_438554,Mooney Viscosity,78,
7050H_438554,Mooney Stress Relaxation,0.987,
7050H_438554,Styrene_Cont,0.0,
7050H_438554,Cis_Cont,0.0,
7050H_438554,Trans_Cont,0.0,
7050H_438554,Vinyl_Cont,0.0,
7050H_438554,Glass Transition Temperature,-22.1,
7050H_438554,Number Averaged Molecular Weight,294475,
7050H_438554,Weight Averaged Molecular Weight,1327310,
7048V_438555,Mooney Viscosity,93,
7048V_438555,Mooney Stress Relaxation,0.941,
7048V_438555,Styrene_Cont,21.1,
7048V_438555,Cis_Cont,13.4,
7048V_438555,Trans_Cont,15.4,
7048V_438555,Vinyl_Cont,50.1,
7048V_438555,Glass Transition Temperature,-20.8,
7048V_438555,Number Averaged Molecular Weight,272009,
7048V_438555,Weight Averaged Molecular Weight,480347,
7041V_438556,Mooney Viscosity,71,
7041V_438556,Mooney Stress Relaxation,0.981,
7041V_438556,Styrene_Cont,22.0,
7041V_438556,Cis_Cont,13.0,
7041V_438556,Trans_Cont,14.9,
7041V_438556,Vinyl_Cont,50.1,
7041V_438556,Glass Transition Temperature,-23.8,
7041V_438556,Number Averaged Molecular Weight,326519,
7041V_438556,Weight Averaged Molecular Weight,2760690,
7050G_438557,Mooney Viscosity,74,
7050G_438557,Mooney Stress Relaxation,1.109,
7050G_438557,Styrene_Cont,0.0,
7050G_438557,Cis_Cont,0.0,
7050G_438557,Trans_Cont,0.0,
7050G_438557,Vinyl_Cont,0.0,
7050G_438557,Glass Transition Temperature,0.0,
7050G_438557,Number Averaged Molecular Weight,192317,
7050G_438557,Weight Averaged Molecular Weight,414426,
7050H_438558,Mooney Viscosity,78,
7050H_438558,Mooney Stress Relaxation,0.987,
7050H_438558,Styrene_Cont,0.0,
7050H_438558,Cis_Cont,0.0,
7050H_438558,Trans_Cont,0.0,
7050H_438558,Vinyl_Cont,0.0,
7050H_438558,Glass Transition Temperature,-22.1,
7050H_438558,Number Averaged Molecular Weight,294475,
7050H_438558,Weight Averaged Molecular Weight,1327310,
7052L_443132,Mooney Viscosity,82,
7052L_443132,Mooney Stress Relaxation,0.842,
7052L_443132,Styrene_Cont,0.0,
7052L_443132,Cis_Cont,0.0,
7052L_443132,Trans_Cont,0.0,
7052L_443132,Vinyl_Cont,0.0,
7052L_443132,Glass Transition Temperature,-21.1,
7052L_443132,Number Averaged Molecular Weight,342487,
7052L_443132,Weight Averaged Molecular Weight,743384,
7052M_443133,Mooney Viscosity,78,
7052M_443133,Mooney Stress Relaxation,0.895,
7052M_443133,Styrene_Cont,0.0,
7052M_443133,Cis_Cont,0.0,
7052M_443133,Trans_Cont,0.0,
7052M_443133,Vinyl_Cont,0.0,
7052M_443133,Glass Transition Temperature,-21.1,
7052M_443133,Number Averaged Molecular Weight,332220,
7052M_443133,Weight Averaged Molecular Weight,645603,
7052N_443134,Mooney Viscosity,84,
7052N_443134,Mooney Stress Relaxation,1.556,
7052N_443134,Styrene_Cont,0.0,
7052N_443134,Cis_Cont,0.0,
7052N_443134,Trans_Cont,0.0,
7052N_443134,Vinyl_Cont,0.0,
7052N_443134,Glass Transition Temperature,-21.1,
7052N_443134,Number Averaged Molecular Weight,276490,
7052N_443134,Weight Averaged Molecular Weight,337198,
7052O_443136,Mooney Viscosity,74,
7052O_443136,Mooney Stress Relaxation,0.955,
7052O_443136,Styrene_Cont,0.0,
7052O_443136,Cis_Cont,0.0,
7052O_443136,Trans_Cont,0.0,
7052O_443136,Vinyl_Cont,0.0,
7052O_443136,Glass Transition Temperature,-20.8,
7052O_443136,Number Averaged Molecular Weight,275293,
7052O_443136,Weight Averaged Molecular Weight,583372,
7052P_443137,Mooney Viscosity,89,
7052P_443137,Mooney Stress Relaxation,1.203,
7052P_443137,Styrene_Cont,0.0,
7052P_443137,Cis_Cont,0.0,
7052P_443137,Trans_Cont,0.0,
7052P_443137,Vinyl_Cont,0.0,
7052P_443137,Glass Transition Temperature,-20.4,
7052P_443137,Number Averaged Molecular Weight,253138,
7052P_443137,Weight Averaged Molecular Weight,362338,
7052Q_443138,Mooney Viscosity,87,
7052Q_443138,Mooney Stress Relaxation,1.019,
7052Q_443138,Styrene_Cont,0.0,
7052Q_443138,Cis_Cont,0.0,
7052Q_443138,Trans_Cont,0.0,
7052Q_443138,Vinyl_Cont,0.0,
7052Q_443138,Glass Transition Temperature,-22.1,
7052Q_443138,Number Averaged Molecular Weight,278751,
7052Q_443138,Weight Averaged Molecular Weight,502726,
7053I_444501,Mooney Viscosity,95,
7053I_444501,Mooney Stress Relaxation,1.154,
7053I_444501,Styrene_Cont,21.2,
7053I_444501,Cis_Cont,13.9,
7053I_444501,Trans_Cont,16.8,
7053I_444501,Vinyl_Cont,48.1,
7053I_444501,Glass Transition Temperature,-24.1,
7053I_444501,Number Averaged Molecular Weight,176983,
7053I_444501,Weight Averaged Molecular Weight,360033,
7056F_444502,Mooney Viscosity,79,
7056F_444502,Mooney Stress Relaxation,1.22,
7056F_444502,Styrene_Cont,21.1,
7056F_444502,Cis_Cont,13.6,
7056F_444502,Trans_Cont,16.0,
7056F_444502,Vinyl_Cont,49.3,
7056F_444502,Glass Transition Temperature,0.0,
7056F_444502,Number Averaged Molecular Weight,240629,
7056F_444502,Weight Averaged Molecular Weight,341934,
7056H_444503,Mooney Viscosity,92,
7056H_444503,Mooney Stress Relaxation,1.116,
7056H_444503,Styrene_Cont,21.3,
7056H_444503,Cis_Cont,13.8,
7056H_444503,Trans_Cont,16.5,
7056H_444503,Vinyl_Cont,48.4,
7056H_444503,Glass Transition Temperature,0.0,
7056H_444503,Number Averaged Molecular Weight,228289,
7056H_444503,Weight Averaged Molecular Weight,343279,
7056G_444504,Mooney Viscosity,76,
7056G_444504,Mooney Stress Relaxation,1.401,
7056G_444504,Styrene_Cont,21.3,
7056G_444504,Cis_Cont,13.6,
7056G_444504,Trans_Cont,16.1,
7056G_444504,Vinyl_Cont,49.0,
7056G_444504,Glass Transition Temperature,0.0,
7056G_444504,Number Averaged Molecular Weight,247390,
7056G_444504,Weight Averaged Molecular Weight,331869,
7053I_444505,Mooney Viscosity,95,
7053I_444505,Mooney Stress Relaxation,1.154,
7053I_444505,Styrene_Cont,21.2,
7053I_444505,Cis_Cont,13.9,
7053I_444505,Trans_Cont,16.8,
7053I_444505,Vinyl_Cont,48.1,
7053I_444505,Glass Transition Temperature,-24.1,
7053I_444505,Number Averaged Molecular Weight,176983,
7053I_444505,Weight Averaged Molecular Weight,360033,
7056H_444506,Mooney Viscosity,92,
7056H_444506,Mooney Stress Relaxation,1.116,
7056H_444506,Styrene_Cont,21.3,
7056H_444506,Cis_Cont,13.8,
7056H_444506,Trans_Cont,16.5,
7056H_444506,Vinyl_Cont,48.4,
7056H_444506,Glass Transition Temperature,0.0,
7056H_444506,Number Averaged Molecular Weight,228289,
7056H_444506,Weight Averaged Molecular Weight,343279,
7056G_444507,Mooney Viscosity,76,
7056G_444507,Mooney Stress Relaxation,1.401,
7056G_444507,Styrene_Cont,21.3,
7056G_444507,Cis_Cont,13.6,
7056G_444507,Trans_Cont,16.1,
7056G_444507,Vinyl_Cont,49.0,
7056G_444507,Glass Transition Temperature,0.0,
7056G_444507,Number Averaged Molecular Weight,247390,
7056G_444507,Weight Averaged Molecular Weight,331869,
7056F_444508,Mooney Viscosity,79,
7056F_444508,Mooney Stress Relaxation,1.22,
7056F_444508,Styrene_Cont,21.1,
7056F_444508,Cis_Cont,13.6,
7056F_444508,Trans_Cont,16.0,
7056F_444508,Vinyl_Cont,49.3,
7056F_444508,Glass Transition Temperature,0.0,
7056F_444508,Number Averaged Molecular Weight,240629,
7056F_444508,Weight Averaged Molecular Weight,341934,
7053W_445302,Mooney Viscosity,83,
7053W_445302,Mooney Stress Relaxation,0.743,
7053W_445302,Styrene_Cont,21.3,
7053W_445302,Cis_Cont,13.3,
7053W_445302,Trans_Cont,15.5,
7053W_445302,Vinyl_Cont,49.9,
7053W_445302,Glass Transition Temperature,-24.4,
7053W_445302,Number Averaged Molecular Weight,323623,
7053W_445302,Weight Averaged Molecular Weight,665635,
7053P_445303,Mooney Viscosity,87,
7053P_445303,Mooney Stress Relaxation,1.177,
7053P_445303,Styrene_Cont,21.2,
7053P_445303,Cis_Cont,13.2,
7053P_445303,Trans_Cont,15.0,
7053P_445303,Vinyl_Cont,50.6,
7053P_445303,Glass Transition Temperature,-20.6,
7053P_445303,Number Averaged Molecular Weight,246637,
7053P_445303,Weight Averaged Molecular Weight,365966,
7053Q_445304,Mooney Viscosity,97,
7053Q_445304,Mooney Stress Relaxation,0.9,
7053Q_445304,Styrene_Cont,21.2,
7053Q_445304,Cis_Cont,13.4,
7053Q_445304,Trans_Cont,15.5,
7053Q_445304,Vinyl_Cont,49.9,
7053Q_445304,Glass Transition Temperature,-21.7,
7053Q_445304,Number Averaged Molecular Weight,302162,
7053Q_445304,Weight Averaged Molecular Weight,535088,
7053O_445306,Mooney Viscosity,73,
7053O_445306,Mooney Stress Relaxation,1.296,
7053O_445306,Styrene_Cont,21.3,
7053O_445306,Cis_Cont,13.5,
7053O_445306,Trans_Cont,15.9,
7053O_445306,Vinyl_Cont,49.3,
7053O_445306,Glass Transition Temperature,-22.3,
7053O_445306,Number Averaged Molecular Weight,270669,
7053O_445306,Weight Averaged Molecular Weight,316737,
7053T_445307,Mooney Viscosity,80,
7053T_445307,Mooney Stress Relaxation,0.993,
7053T_445307,Styrene_Cont,22.1,
7053T_445307,Cis_Cont,13.2,
7053T_445307,Trans_Cont,15.2,
7053T_445307,Vinyl_Cont,49.5,
7053T_445307,Glass Transition Temperature,-22.8,
7053T_445307,Number Averaged Molecular Weight,297319,
7053T_445307,Weight Averaged Molecular Weight,543128,
7053V_445308,Mooney Viscosity,99,
7053V_445308,Mooney Stress Relaxation,0.908,
7053V_445308,Styrene_Cont,21.3,
7053V_445308,Cis_Cont,13.3,
7053V_445308,Trans_Cont,15.5,
7053V_445308,Vinyl_Cont,49.9,
7053V_445308,Glass Transition Temperature,-21.9,
7053V_445308,Number Averaged Molecular Weight,292577,
7053V_445308,Weight Averaged Molecular Weight,556120,
7053S_445602,Mooney Viscosity,83,
7053S_445602,Mooney Stress Relaxation,0.881,
7053S_445602,Styrene_Cont,21.1,
7053S_445602,Cis_Cont,13.6,
7053S_445602,Trans_Cont,15.9,
7053S_445602,Vinyl_Cont,49.4,
7053S_445602,Glass Transition Temperature,-22.4,
7053S_445602,Number Averaged Molecular Weight,329635,
7053S_445602,Weight Averaged Molecular Weight,608554,
7053O_445603,Mooney Viscosity,73,
7053O_445603,Mooney Stress Relaxation,1.296,
7053O_445603,Styrene_Cont,21.3,
7053O_445603,Cis_Cont,13.5,
7053O_445603,Trans_Cont,15.9,
7053O_445603,Vinyl_Cont,49.3,
7053O_445603,Glass Transition Temperature,-22.3,
7053O_445603,Number Averaged Molecular Weight,270669,
7053O_445603,Weight Averaged Molecular Weight,316737,
7053U_445604,Mooney Viscosity,84,
7053U_445604,Mooney Stress Relaxation,0.948,
7053U_445604,Styrene_Cont,20.9,
7053U_445604,Cis_Cont,13.4,
7053U_445604,Trans_Cont,15.5,
7053U_445604,Vinyl_Cont,50.2,
7053U_445604,Glass Transition Temperature,-22.9,
7053U_445604,Number Averaged Molecular Weight,330094,
7053U_445604,Weight Averaged Molecular Weight,617283,
7053P_445606,Mooney Viscosity,87,
7053P_445606,Mooney Stress Relaxation,1.177,
7053P_445606,Styrene_Cont,21.2,
7053P_445606,Cis_Cont,13.2,
7053P_445606,Trans_Cont,15.0,
7053P_445606,Vinyl_Cont,50.6,
7053P_445606,Glass Transition Temperature,-20.6,
7053P_445606,Number Averaged Molecular Weight,246637,
7053P_445606,Weight Averaged Molecular Weight,365966,
7053R_445607,Mooney Viscosity,88,
7053R_445607,Mooney Stress Relaxation,0.87,
7053R_445607,Styrene_Cont,21.6,
7053R_445607,Cis_Cont,13.7,
7053R_445607,Trans_Cont,16.3,
7053R_445607,Vinyl_Cont,48.4,
7053R_445607,Glass Transition Temperature,-23.4,
7053R_445607,Number Averaged Molecular Weight,311059,
7053R_445607,Weight Averaged Molecular Weight,545034,
7053W_445608,Mooney Viscosity,83,
7053W_445608,Mooney Stress Relaxation,0.743,
7053W_445608,Styrene_Cont,21.3,
7053W_445608,Cis_Cont,13.3,
7053W_445608,Trans_Cont,15.5,
7053W_445608,Vinyl_Cont,49.9,
7053W_445608,Glass Transition Temperature,-24.4,
7053W_445608,Number Averaged Molecular Weight,323623,
7053W_445608,Weight Averaged Molecular Weight,665635,
7054P_447561,Mooney Viscosity,64,
7054P_447561,Mooney Stress Relaxation,1.75,
7054P_447561,Styrene_Cont,21.7,
7054P_447561,Cis_Cont,13.0,
7054P_447561,Trans_Cont,14.8,
7054P_447561,Vinyl_Cont,50.4,
7054P_447561,Glass Transition Temperature,-21.5,
7054P_447561,Number Averaged Molecular Weight,249580,
7054P_447561,Weight Averaged Molecular Weight,309310,
7057A_447561,Mooney Viscosity,67,
7057A_447561,Mooney Stress Relaxation,1.829,
7057A_447561,Styrene_Cont,21.7,
7057A_447561,Cis_Cont,13.0,
7057A_447561,Trans_Cont,14.7,
7057A_447561,Vinyl_Cont,50.7,
7057A_447561,Glass Transition Temperature,-21.5,
7057A_447561,Number Averaged Molecular Weight,243178,
7057A_447561,Weight Averaged Molecular Weight,301338,
7054W_447562,Mooney Viscosity,88,
7054W_447562,Mooney Stress Relaxation,1.555,
7054W_447562,Styrene_Cont,21.4,
7054W_447562,Cis_Cont,12.5,
7054W_447562,Trans_Cont,13.4,
7054W_447562,Vinyl_Cont,52.6,
7054W_447562,Glass Transition Temperature,-16.6,
7054W_447562,Number Averaged Molecular Weight,247125,
7054W_447562,Weight Averaged Molecular Weight,355459,
7057D_447562,Mooney Viscosity,79,
7057D_447562,Mooney Stress Relaxation,1.487,
7057D_447562,Styrene_Cont,21.7,
7057D_447562,Cis_Cont,12.7,
7057D_447562,Trans_Cont,14.0,
7057D_447562,Vinyl_Cont,51.6,
7057D_447562,Glass Transition Temperature,-16.9,
7057D_447562,Number Averaged Molecular Weight,223753,
7057D_447562,Weight Averaged Molecular Weight,292932,
7054X_447563,Mooney Viscosity,87,
7054X_447563,Mooney Stress Relaxation,1.811,
7054X_447563,Styrene_Cont,21.2,
7054X_447563,Cis_Cont,12.6,
7054X_447563,Trans_Cont,13.6,
7054X_447563,Vinyl_Cont,52.5,
7054X_447563,Glass Transition Temperature,-18.3,
7054X_447563,Number Averaged Molecular Weight,276568,
7054X_447563,Weight Averaged Molecular Weight,345373,
7057E_447563,Mooney Viscosity,85,
7057E_447563,Mooney Stress Relaxation,1.442,
7057E_447563,Styrene_Cont,21.5,
7057E_447563,Cis_Cont,12.6,
7057E_447563,Trans_Cont,13.7,
7057E_447563,Vinyl_Cont,52.1,
7057E_447563,Glass Transition Temperature,-15.1,
7057E_447563,Number Averaged Molecular Weight,262252,
7057E_447563,Weight Averaged Molecular Weight,324251,
7054R_447564,Mooney Viscosity,87,
7054R_447564,Mooney Stress Relaxation,1.811,
7054R_447564,Styrene_Cont,21.5,
7054R_447564,Cis_Cont,12.8,
7054R_447564,Trans_Cont,14.3,
7054R_447564,Vinyl_Cont,51.3,
7054R_447564,Glass Transition Temperature,-17.6,
7054R_447564,Number Averaged Molecular Weight,310036,
7054R_447564,Weight Averaged Molecular Weight,370659,
7054S_447564,Mooney Viscosity,79,
7054S_447564,Mooney Stress Relaxation,1.405,
7054S_447564,Styrene_Cont,21.6,
7054S_447564,Cis_Cont,12.7,
7054S_447564,Trans_Cont,13.9,
7054S_447564,Vinyl_Cont,51.8,
7054S_447564,Glass Transition Temperature,-19.4,
7054S_447564,Number Averaged Molecular Weight,244068,
7054S_447564,Weight Averaged Molecular Weight,312530,
7054R_447565,Mooney Viscosity,87,
7054R_447565,Mooney Stress Relaxation,1.811,
7054R_447565,Styrene_Cont,21.5,
7054R_447565,Cis_Cont,12.8,
7054R_447565,Trans_Cont,14.3,
7054R_447565,Vinyl_Cont,51.3,
7054R_447565,Glass Transition Temperature,-17.6,
7054R_447565,Number Averaged Molecular Weight,310036,
7054R_447565,Weight Averaged Molecular Weight,370659,
7054S_447565,Mooney Viscosity,79,
7054S_447565,Mooney Stress Relaxation,1.405,
7054S_447565,Styrene_Cont,21.6,
7054S_447565,Cis_Cont,12.7,
7054S_447565,Trans_Cont,13.9,
7054S_447565,Vinyl_Cont,51.8,
7054S_447565,Glass Transition Temperature,-19.4,
7054S_447565,Number Averaged Molecular Weight,244068,
7054S_447565,Weight Averaged Molecular Weight,312530,
7054X_447566,Mooney Viscosity,87,
7054X_447566,Mooney Stress Relaxation,1.811,
7054X_447566,Styrene_Cont,21.2,
7054X_447566,Cis_Cont,12.6,
7054X_447566,Trans_Cont,13.6,
7054X_447566,Vinyl_Cont,52.5,
7054X_447566,Glass Transition Temperature,-18.3,
7054X_447566,Number Averaged Molecular Weight,276568,
7054X_447566,Weight Averaged Molecular Weight,345373,
7057E_447566,Mooney Viscosity,85,
7057E_447566,Mooney Stress Relaxation,1.442,
7057E_447566,Styrene_Cont,21.5,
7057E_447566,Cis_Cont,12.6,
7057E_447566,Trans_Cont,13.7,
7057E_447566,Vinyl_Cont,52.1,
7057E_447566,Glass Transition Temperature,-15.1,
7057E_447566,Number Averaged Molecular Weight,262252,
7057E_447566,Weight Averaged Molecular Weight,324251,
7054W_447567,Mooney Viscosity,88,
7054W_447567,Mooney Stress Relaxation,1.555,
7054W_447567,Styrene_Cont,21.4,
7054W_447567,Cis_Cont,12.5,
7054W_447567,Trans_Cont,13.4,
7054W_447567,Vinyl_Cont,52.6,
7054W_447567,Glass Transition Temperature,-16.6,
7054W_447567,Number Averaged Molecular Weight,247125,
7054W_447567,Weight Averaged Molecular Weight,355459,
7057D_447567,Mooney Viscosity,79,
7057D_447567,Mooney Stress Relaxation,1.487,
7057D_447567,Styrene_Cont,21.7,
7057D_447567,Cis_Cont,12.7,
7057D_447567,Trans_Cont,14.0,
7057D_447567,Vinyl_Cont,51.6,
7057D_447567,Glass Transition Temperature,-16.9,
7057D_447567,Number Averaged Molecular Weight,223753,
7057D_447567,Weight Averaged Molecular Weight,292932,
7054P_447568,Mooney Viscosity,64,
7054P_447568,Mooney Stress Relaxation,1.75,
7054P_447568,Styrene_Cont,21.7,
7054P_447568,Cis_Cont,13.0,
7054P_447568,Trans_Cont,14.8,
7054P_447568,Vinyl_Cont,50.4,
7054P_447568,Glass Transition Temperature,-21.5,
7054P_447568,Number Averaged Molecular Weight,249580,
7054P_447568,Weight Averaged Molecular Weight,309310,
7057A_447568,Mooney Viscosity,67,
7057A_447568,Mooney Stress Relaxation,1.829,
7057A_447568,Styrene_Cont,21.7,
7057A_447568,Cis_Cont,13.0,
7057A_447568,Trans_Cont,14.7,
7057A_447568,Vinyl_Cont,50.7,
7057A_447568,Glass Transition Temperature,-21.5,
7057A_447568,Number Averaged Molecular Weight,243178,
7057A_447568,Weight Averaged Molecular Weight,301338,
7054G_447581,Mooney Viscosity,71,
7054G_447581,Mooney Stress Relaxation,1.062,
7054G_447581,Styrene_Cont,21.5,
7054G_447581,Cis_Cont,13.1,
7054G_447581,Trans_Cont,14.9,
7054G_447581,Vinyl_Cont,50.6,
7054G_447581,Glass Transition Temperature,-21.6,
7054G_447581,Number Averaged Molecular Weight,257258,
7054G_447581,Weight Averaged Molecular Weight,414374,
7054T_447582,Mooney Viscosity,71,
7054T_447582,Mooney Stress Relaxation,1.173,
7054T_447582,Styrene_Cont,21.6,
7054T_447582,Cis_Cont,12.8,
7054T_447582,Trans_Cont,14.1,
7054T_447582,Vinyl_Cont,51.6,
7054T_447582,Glass Transition Temperature,-18.8,
7054T_447582,Number Averaged Molecular Weight,237692,
7054T_447582,Weight Averaged Molecular Weight,309108,
7054U_447582,Mooney Viscosity,70,
7054U_447582,Mooney Stress Relaxation,1.178,
7054U_447582,Styrene_Cont,21.6,
7054U_447582,Cis_Cont,12.8,
7054U_447582,Trans_Cont,14.2,
7054U_447582,Vinyl_Cont,51.5,
7054U_447582,Glass Transition Temperature,-19.4,
7054U_447582,Number Averaged Molecular Weight,246543,
7054U_447582,Weight Averaged Molecular Weight,311297,
7054O_447583,Mooney Viscosity,91,
7054O_447583,Mooney Stress Relaxation,1.092,
7054O_447583,Styrene_Cont,21.5,
7054O_447583,Cis_Cont,12.6,
7054O_447583,Trans_Cont,13.8,
7054O_447583,Vinyl_Cont,52.0,
7054O_447583,Glass Transition Temperature,-17.9,
7054O_447583,Number Averaged Molecular Weight,258592,
7054O_447583,Weight Averaged Molecular Weight,385674,
7054K_447584,Mooney Viscosity,78,
7054K_447584,Mooney Stress Relaxation,1.121,
7054K_447584,Styrene_Cont,21.7,
7054K_447584,Cis_Cont,13.0,
7054K_447584,Trans_Cont,14.6,
7054K_447584,Vinyl_Cont,50.7,
7054K_447584,Glass Transition Temperature,-21.3,
7054K_447584,Number Averaged Molecular Weight,246730,
7054K_447584,Weight Averaged Molecular Weight,349352,
7054N_447584,Mooney Viscosity,84,
7054N_447584,Mooney Stress Relaxation,1.101,
7054N_447584,Styrene_Cont,21.2,
7054N_447584,Cis_Cont,12.7,
7054N_447584,Trans_Cont,13.8,
7054N_447584,Vinyl_Cont,52.3,
7054N_447584,Glass Transition Temperature,-19.2,
7054N_447584,Number Averaged Molecular Weight,260051,
7054N_447584,Weight Averaged Molecular Weight,424110,
7054K_447585,Mooney Viscosity,78,
7054K_447585,Mooney Stress Relaxation,1.121,
7054K_447585,Styrene_Cont,21.7,
7054K_447585,Cis_Cont,13.0,
7054K_447585,Trans_Cont,14.6,
7054K_447585,Vinyl_Cont,50.7,
7054K_447585,Glass Transition Temperature,-21.3,
7054K_447585,Number Averaged Molecular Weight,246730,
7054K_447585,Weight Averaged Molecular Weight,349352,
7054N_447585,Mooney Viscosity,84,
7054N_447585,Mooney Stress Relaxation,1.101,
7054N_447585,Styrene_Cont,21.2,
7054N_447585,Cis_Cont,12.7,
7054N_447585,Trans_Cont,13.8,
7054N_447585,Vinyl_Cont,52.3,
7054N_447585,Glass Transition Temperature,-19.2,
7054N_447585,Number Averaged Molecular Weight,260051,
7054N_447585,Weight Averaged Molecular Weight,424110,
7054O_447586,Mooney Viscosity,91,
7054O_447586,Mooney Stress Relaxation,1.092,
7054O_447586,Styrene_Cont,21.5,
7054O_447586,Cis_Cont,12.6,
7054O_447586,Trans_Cont,13.8,
7054O_447586,Vinyl_Cont,52.0,
7054O_447586,Glass Transition Temperature,-17.9,
7054O_447586,Number Averaged Molecular Weight,258592,
7054O_447586,Weight Averaged Molecular Weight,385674,
7054T_447587,Mooney Viscosity,71,
7054T_447587,Mooney Stress Relaxation,1.173,
7054T_447587,Styrene_Cont,21.6,
7054T_447587,Cis_Cont,12.8,
7054T_447587,Trans_Cont,14.1,
7054T_447587,Vinyl_Cont,51.6,
7054T_447587,Glass Transition Temperature,-18.8,
7054T_447587,Number Averaged Molecular Weight,237692,
7054T_447587,Weight Averaged Molecular Weight,309108,
7054U_447587,Mooney Viscosity,70,
7054U_447587,Mooney Stress Relaxation,1.178,
7054U_447587,Styrene_Cont,21.6,
7054U_447587,Cis_Cont,12.8,
7054U_447587,Trans_Cont,14.2,
7054U_447587,Vinyl_Cont,51.5,
7054U_447587,Glass Transition Temperature,-19.4,
7054U_447587,Number Averaged Molecular Weight,246543,
7054U_447587,Weight Averaged Molecular Weight,311297,
7054G_447588,Mooney Viscosity,71,
7054G_447588,Mooney Stress Relaxation,1.062,
7054G_447588,Styrene_Cont,21.5,
7054G_447588,Cis_Cont,13.1,
7054G_447588,Trans_Cont,14.9,
7054G_447588,Vinyl_Cont,50.6,
7054G_447588,Glass Transition Temperature,-21.6,
7054G_447588,Number Averaged Molecular Weight,257258,
7054G_447588,Weight Averaged Molecular Weight,414374,
7054W_447601,Mooney Viscosity,88,
7054W_447601,Mooney Stress Relaxation,1.555,
7054W_447601,Styrene_Cont,21.4,
7054W_447601,Cis_Cont,12.5,
